en_name,th_name,ingredients,course,province,region,,unnamed:_0,food,caloric_value,fat,saturated_fats,monounsaturated_fats,polyunsaturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,water,vitamin_a,vitamin_b1,vitamin_b11,vitamin_b12,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,selenium,zinc,nutrition_density,unnamed:_0.1,mean,median,histogram_path,description_path,heatmap_path,group,_source_file
,,,,,,720,720,portabella mushrooms raw,19,0.3,0.036,0.016,0.1,3.3,2.2,1.8,1.1,0,0.014,79.8,0,0.064,0.075,0.060,0.1,3.9,1,0.1,0,0.080,0.049,0,2.6,0.2,0.3,0,0.092,92.9,313,0.015,0.5,9.4,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,721,721,oyster mushroom,5,0.035,0.016,0.039,0.099,0.9,0.2,0.5,0.3,0,0.098,13.4,0,0,0.016,0.017,0,0.077,0.7,0.2,0.056,0,0.097,0,0,0.5,0.008,0.2,2.7,0.055,18,63,0.048,1.804,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
Koi,ก้อย,Beef+lime juice+fish sauce+chili+herbs,main dish,Ubon Ratchathani,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kuai Chap,กวยจั๊บ,Pork belly+rice noodles+soy sauce+garlic,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kuai Tiao,ก๋วยเตี๋ยว,Rice noodles+pork+bean sprouts+garlic+fish sauce,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kuai Tiao Khaek,ก๋วยเตี๋ยวแขก,Beef+noodles+curry powder+coconut milk,main dish,Ayutthaya,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kuai Tiao Kua Kai,ก๋วยเตี๋ยวคั่วไก่,Chicken+noodles+soy sauce+garlic,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kuai Tiao Pak Mo,ก๋วยเตี๋ยวปากหม้อ,Pork+herbs+rice flour+garlic,main dish,Nakhon Pathom,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kuai Tiao Mon,ก๋วยเตี๋ยวมอญ,Rice noodles+pork+fish sauce+herbs,main dish,Nonthaburi,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kuai Tiao Ruea,ก๋วยเตี๋ยวเรือ,Rice noodles+pork+blood broth+bean sprouts,main dish,Ayutthaya,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kung Chae Nam Pla,กุ้งแช่น้ำปลา,Shrimp+fish sauce+garlic+chili,main dish,Coastal provinces,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Koey Yeung Kok Siang Bi,เกยย้งก๊กเซียงบี๊,Herbs+pork+soy sauce,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Lao,เกาเหลา,Beef broth+vegetables+garlic+fish sauce,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kiem Ee,เกี้ยมอี๋,Rice noodles+pork+garlic+fish sauce,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kai Koa Lae,ไก่กอและ,Chicken+spices+coconut milk+turmeric,main dish,Pattani,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kai Katet,ไก่กะเต็ด,Chicken+spices+soy sauce+garlic,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kai Tai Nam,ไก่ใต้น้ำ,Chicken+herbs+soy sauce+garlic,main dish,Northern provinces,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kai Yang,ไก่ย่าง,Grilled chicken+soy sauce+garlic,main dish,Khon Kaen,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kai Ob Fang,ไก่อบฟาง,Chicken+straw+soy sauce+garlic,main dish,Rural areas,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Khanom Chin,ขนมจีน,Fermented rice noodles+curry+coconut milk,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Khanom Chin Kaeng Kai Kua,ขนมจีนแกงไก่คั่ว,Rice noodles+chicken curry+coconut milk,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Kan Jin,ข้าวกั๊นจิ๊น,Rice+pork blood+garlic+fish sauce,main dish,Northern provinces,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Kha Mu,ข้าวขาหมู,Pork leg+rice+garlic+soy sauce,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Khluk Kapi,ข้าวคลุกกะปิ,Rice+shrimp paste+garlic+chili,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Chi,ข้าวจี่,Grilled sticky rice+soy sauce+garlic,main dish,Rural areas,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Chae,ข้าวแช่,Rice in jasmine-scented water+shrimp paste balls+garlic,main dish,Central provinces,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Soi,ข้าวซอย,Curry noodles+chicken+coconut milk,main dish,Chiang Mai,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Dok Rai,ข้าวดอกราย,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Tom,ข้าวต้ม,Rice porridge+pork+garlic+fish sauce,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Pheup,ข้าวเปิ๊บ,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Phat,ข้าวผัด,Fried rice+soy sauce+garlic,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Phat Sapparot,ข้าวผัดสับปะรด,Pineapple fried rice+soy sauce+garlic,main dish,Coastal provinces,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Phat American,ข้าวผัดอเมริกัน,American-style fried rice+soy sauce+garlic,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Man Kaeng Kai,ข้าวมันแกงไก่,Chicken curry with rice+garlic+soy sauce,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Man Kai,ข้าวมันไก่,Chicken with rice+garlic+soy sauce,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Man Somtam,ข้าวมันส้มตำ,Rice with papaya salad+garlic+chili,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Maew,ข้าวแมว,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Yam,ข้าวยำ,Rice salad+vegetables+herbs,main dish,Southern provinces,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Rad Na Kai,ข้าวราดหน้าไก่,Rice topped with chicken+garlic+soy sauce,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Raem Fuen,ข้าวแรมฟืน,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Sia Po,ข้าวเสียโป,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Na Ped,ข้าวหน้าเป็ด,Rice with duck+garlic+soy sauce,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kao Mok,ข้าวหมก,Biryani rice+chicken+spices,main dish,Southern provinces,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kai Paam,ไข่ป่าม,Egg grilled in banana leaf+garlic+herbs,main dish,Northern provinces,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Jok,โจ๊ก,Rice porridge+pork+garlic+fish sauce,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Soi Ju,ซอยจุ๊,Raw beef salad+herbs+garlic,main dish,Northeast provinces,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Sup,ซุบ,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Tam Tang,ตำแตง,Cucumber salad+chili+garlic,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Nam Tok,น้ำตก,Grilled meat salad+chili+garlic,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Phat Khi Mao,ผัดขี้เมา,Drunken noodles+chili+garlic,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Phat See Ew,ผัดซีอิ๊ว,Stir-fried noodles+soy sauce+garlic,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Phat Thai,ผัดไทย,Thai stir-fried noodles+fish sauce+garlic,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Phra Ram Long Song,พระรามลงสรง,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Yam Tawai,ยำทวาย,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Yam Pla Duk Fu,ยำปลาดุกฟู,Crispy catfish salad+fish sauce+garlic,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Yam Sam Krob,ยำสามกรอบ,Three crispy salad+fish sauce+garlic,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Yam Yai,ยำใหญ่,Mixed salad+fish sauce+garlic,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Yen Ta Fo,เย็นตาโฟ,Pink noodle soup+fish sauce+garlic,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Ro Yor,รอเยาะ,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Rad Na,ราดหน้า,Stir-fried noodles with gravy+soy sauce+garlic,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
La Sao,ละซอ,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Lab,ลาบ,Minced meat salad+fish sauce+garlic,main dish,Northeast provinces,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Som Tam,ส้มตำ,Papaya salad+fish sauce+garlic,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Sa Uh,สะเออะ,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Suea Rong Hai,เสือร้องไห้,Grilled beef salad+fish sauce+garlic,main dish,Northeast provinces,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Sai Krok Isan,ไส้กรอกอีสาน,Isan sausage+garlic+chili,main dish,Northeast provinces,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Sai Ua,ไส้อั่ว,Northern sausage+garlic+chili,main dish,Northern provinces,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Mam,หม่ำ,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Mee Krob,หมี่กรอบ,Crispy noodles+fish sauce+garlic,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Mee Kati,หมี่กะทิ,Coconut milk noodles+fish sauce+garlic,main dish,Central provinces,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Moo Manao,หมูมะนาว,Pork with lime+garlic+chili,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Hoi Tod,หอยทอด,Oyster omelette+fish sauce+garlic,main dish,Coastal provinces,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Ang Kab Bob,อังแกบบอบ,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Karaang,กะราง,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Kradang,แกงกระด้าง,Pork+gelatin+herbs,main dish,Northern provinces,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Kari,แกงกะหรี่,Curry powder+coconut milk+meat,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Khanun,แกงขนุน,Jackfruit+pork+herbs,main dish,Northern provinces,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Khee Lek,แกงขี้เหล็ก,Senna siamea leaves+pork+herbs,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Khiao Wan,แกงเขียวหวาน,Green curry paste+coconut milk+meat,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Kua,แกงคั่ว,Curry paste+coconut milk+meat,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Khae,แกงแค,Herbs+meat+vegetables,main dish,Northern provinces,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Chin Chuan,แกงจีนจ๊วน,Herbs+pork+fermented fish,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Chuet,แกงจืด,Clear soup+meat+vegetables,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Chuek Som,แกงชักส้ม,Tamarind paste+fish+herbs,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng To Mae Ha,แกงตอแมะฮ,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Tumi,แกงตูมี้,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Thepho,แกงเทโพ,Pork belly+curry paste+vegetables,main dish,Central provinces,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Noppakao,แกงนพเก้า,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Nok Mo,แกงนอกหม้อ,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Nang Loy,แกงนางลอย,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Buan,แกงบวน,Herbs+pork blood+vegetables,main dish,Central provinces,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Bon,แกงบอน,Taro stems+curry paste+meat,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Bum Bai,แกงบุ่มไบ่,Curry paste+coconut milk+chicken,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Patcharee,แกงปัจรี,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Paa,แกงป่า,Herbs+meat+vegetables,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Poe,แกงเปอะ,Fermented fish+curry paste+vegetables,main dish,Northeast provinces,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Phet,แกงเผ็ด,Red curry paste+coconut milk+meat,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Matsaman,แกงมัสมั่น,Massaman curry paste+coconut milk+meat,main dish,Southern provinces,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Ron,แกงร้อน,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Rawaeng,แกงระแวง,Curry paste+coconut milk+meat,main dish,Central provinces,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Runjuan,แกงรัญจวน,Herbs+pork+shrimp paste,main dish,Central provinces,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Liang,แกงเลียง,Herbs+shrimp+vegetables,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Somrom,แกงสมรม,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Som,แกงส้ม,Sour curry paste+fish+vegetables,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Salae,แกงสะแล,Herbs+meat+vegetables,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Sap Nok,แกงสับนก,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Singhon,แกงสิงหล,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Hong,แกงหอง,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Ngao Ngod,แกงเหงาหงอด,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Lueang,แกงเหลือง,Yellow curry paste+fish+vegetables,main dish,Southern provinces,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Hang Le,แกงฮังเล,Hang Lay curry paste+pork+ginger,main dish,Northern provinces,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kaeng Ho,แกงโฮะ,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kai Hor Bai Toey,ไก่ห่อใบเตย,Chicken+pandan leaves+soy sauce,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kha Kai Super,ขาไก่ซุปเปอร์,Chicken feet+herbs+spices,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kai Jeow,ไข่เจียว,Eggs+oil+fish sauce,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kai Dao,ไข่ดาว,Eggs+oil,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kai Nam,ไข่น้ำ,Eggs+broth+vegetables,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
Kai Yat Sai,ไข่ยัดไส้,Eggs+vegetables+meat,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\kaggle\cleaned\data\thailand_foods.csv
